クッキー,トロフワ,ワンピー,カップル,シャンシャー,フラワー,シャーペン,ムズアップ,グダグタ,クッキン,デコピン,チョコチッ,ムシャクシャ,メリカン,キャッスル,コンクー,ピンポー,コンプリ,シュークリ,パープル,カーペッ,タックル,ガチャガチ,ドタバタ,グラウン,キーワー,ハッキリ,フラフー,プンスカ,メリクリ,カタコト,パシャパシ,パーカー,スーパー,グスカー,キーカラ,ヨロシク,パンツル
60,1,1,1,2,1,4,1,1,1,3,1,1,1,9,5,1,1,1,1,1,1,1,1,10,2,7,1,1,1,4,6,1,11,1,1,1,1
