カーボー,エントロ,ワンピー,カップル,キンキラ,ヘナチョコ,パンチラ,ゴチャゴチ,ピークタ,ジャンパー,カーペッ,ドキンドキ,チンワー,グラウン,キンシッ,メチャクチャ,ペットボ,スーパー,スクリーン
1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,4,1,3
