カーボー,ワンピー,カップル,プリクラ,ポリシー,ツンデレ,デコピン,フンスー,クーデレ,ポンコツ,チップス,パチクリ,コンクー,チンチクリ,キーパー,ピンポー,ウロチョロ,ゴワカリ,ワンタッ,ブスアー,ワンポイ,ツンカツ,キーゲー,マジスパ,クラスカ,カーゴー,グラウン,ペコポン,プンスカ,ポツリポツ,メリクリ,コントロ,シャンプー,ヒーカッ,ビショビシ,パーカー,スーパー,ピンポイ,チョココロ,ブーメラ,ガクブル,チビデブ
1,1,1,7,3,4,1,1,1,1,3,1,2,3,3,2,2,1,1,1,1,2,4,1,1,2,4,3,2,1,1,1,1,10,1,1,7,1,1,1,1,1
