がりびん,めちゃくちゃ,しげむら,からどき,しなくちゃ,めそうだ,がちくり,かっぷる,うととこ,ばんじー,うとしな,がらくら,くるから,けばくら,はっきり,くっつか,おどしな,うとする,かりくら,うだから,よろしく,からかっ,けたかっ,とろべり,きしめた,しってか,とこちら,ぺっとぼ,にやしっ,いちゃする,からよろ,はっぴー,わなかっ,すいしな,かたこと,しっかり,うところ,こちでか,けたとこ,きんしっ,つけてく,ぶつけら,わんばか,すかぽり,きりのお,ぶつけた,とこのた,すくりーん,ぶりにちゃ,たらしく,もそうだ,びんぐい,かすなよ,ゆるとこ,するなよ,こともた,ことぐら,がらすく,たどりん,するから,すること,かったら,ちまうか,くすくら,しなかっ,のおばさ,めたから,からぐら,こっちま,がつるん,いそうだ,どきしっ,えんする,かんぱー,ぼーりん,がたかっ,くっつけ,かつくん,どきする,めそうよ,かってく,しくする,にやしな,でかすか,くるくら,からこそ,べたから,わくしな,ふられろ,こんばん,ぶらかす,からぶつ,しなきゃっ,ぴーから,きしめら,くること,からのお,がつけば,からもさ,どきしな,がつくよ,かったっ,きーとこ,こんちく,つんしな,しながら,するしー,かすごく,どたばた
1,2,2,1,1,1,1,25,1,7,4,1,3,1,2,2,1,14,1,2,1,3,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,4,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,2,2,7,6,1,1,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,45,1,1,1
