カップル,シャーペン,スカウト,チンピラ,エンジン,ブルピー,ハッピー,ピンポー,ボーリン,プラシー,ブラジャー,スイオン,タックル,プラカー,コントロ,シャンプー,スーパー,ブーメラ,ベンジャー
13,3,2,1,2,2,1,2,2,1,1,1,2,1,1,2,6,1,1
