ワンピー,ジャーシー,カップル,ムズアップ,ツンデレ,ゼーハー,ハッピー,グイベン,カランカラ,ドタバタ,マジスカ,カーチー,ハッキリ,パンピー,カタコト,ポーカー,ブツクサ,キーキャー
5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
