ジャングル,ワンツー,ワンピー,ボーリン,ハッキリ,カンパー,カップル,キンシッ
['\u3000公園のジャングルジムの上、二人で交わした約束。'],['\u3000プロ格闘家直伝、ワンツーからのローキックが俺に入る。無論、力は全くこもっておらず、さっぱり痛くないのだが。'],['「ワンピースか？\u3000めちゃくちゃ似合ってるな」'],['「じゃボーリングからのビリヤードからのカラオケからの食事ね」'],"['「ハッキリ言っていい？\u3000さっき隣座った時、気づいてくれなかった時点で、すっごいムカついたから」', '「誤魔化しはいかんねー。ハッキリ言うとさ、なぜか太一の顔が浮かんだの。それまでも、ふとした時に小学校のことを思い出すことはあった。特に太一と遊んだ記憶」', '「もうやめなよー。渚さんの時みたいにハッキリ言って」']",['「じゃあ、太一と結那の再会を祝って、カンパーイ！」'],"['\u3000午前中に学校につくと、門のところで見知ったカップルを発見する。', '\u3000バカップルは肩を抱き合い、スキンシップを取りながらのろのろと歩く。']","['\u3000あの頃と同じスキンシップだ――なんて思ったところ、結那はハッとして俺から手を離す。すぐに目をそらして、', '\u3000バカップルは肩を抱き合い、スキンシップを取りながらのろのろと歩く。']"
