めたかっ,ちらこそ,めちゃくちゃ,がぶつか,しとしゅん,おいてく,がんばり,すかうと,げたとこ,ぐらうん,きょろきょと,かっぷる,えんどか,からこっ,こんくり,かっきり,ぽいわん,はっきり,ふかもり,ぴんぽい,べたとこ,うとする,うだから,よろしく,もためら,こっちか,どしてく,ちらもそ,まじかっ,すーつか,とこちら,とぼけた,みしたら,はっぴー,いじくり,かーぺっ,わなかっ,たらさら,ばらくしゃ,しっかり,いちゃしな,うところ,からこち,にこのた,くだから,ぐーぐる,かりくだ,けたとこ,ちかけた,からふん,どんぴし,わんぴー,わんばか,たったら,からさら,ぶつけた,がんつけ,からぼち,たらしく,ぐるする,もそうだ,ちまちく,ぶりから,しないそ,ぶつぼや,かすなよ,ぐらかさ,かすこと,ことすら,そろしく,はたちま,するから,とことん,すること,かったら,からする,ずらしく,するくら,ことにこ,しなかっ,かっこつ,たっぷり,きーわー,てかめら,めたばか,じろぎし,ころすら,くっつけ,かりはっ,なみにこ,からしな,でかすか,しってく,ことする,からこそ,にたちま,めたこと,ちまけた,まちぺこ,すらしな,うかぶら,しないら,ちかばち,ひたすら,するとこ,けたえん,こんとろ,もそうは,しなこと,たらすい,ひそめた,こそぼー,かったっ,にこちら,がらそろ,けたこと,じゃんぼと,ごとくだ,しながら,くらいじ,いじめら,すいから,からぼー,ぽくぐら,すくめた
1,1,3,2,1,2,1,1,1,2,1,1,1,1,1,3,1,7,1,1,1,6,7,7,1,1,1,1,2,1,3,2,1,1,1,1,8,1,1,3,1,9,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,8,1,2,1,1,1,1,1,1,1,1,1,1,3,1,4,7,1,1,1,1,7,1,2,2,1,1,1,1,1,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1
