コロンブス,ジャーシー,カップル,フラワー,スカウト,ウマバシ,ゴーンゴー,タックル,ブービー,スープカ,パーキン,アーバン,ワイパー,スクリーン
18,1,6,1,1,1,1,2,1,1,1,14,1,4
