ふんだく,がりびん,むずあっぷ,がくすく,じゃんぷす,しなくちゃ,からくら,ひらけた,しゃんぷー,くんにこ,ばらくす,かっぷる,どろしげ,くんから,ばたつか,がちかち,よろめき,けたから,ぱっくり,わーあっぷ,からすれ,くるから,ずきする,からうき,はっきり,ことしな,うとする,ぽんから,うだから,よろしく,べんとこ,もそこそ,うんどす,まるとこ,こっちか,からかっ,てくるん,まじかっ,とこちら,ぽーずし,ぐらいじ,わなかっ,しっかり,ちりはっ,ちゃらくだ,うところ,ぱくする,かーぼー,くさがり,ざわめき,くんのお,くんがみ,かするん,めたてら,からんこと,ぶつかっ,くんこそ,もそうだ,こちょこと,てかばん,わんしー,よたいちゃ,からたっ,でかばん,するから,すること,たっくん,ことがば,ばんから,くつもり,しゃーぺん,からぱっ,からでか,いそうだ,のおかん,からこん,かってく,にたいちゃ,がさむず,めたこと,しっくり,わなくっ,のおにや,しくぺこ,するとこ,きしめら,からのお,いらする,かったっ,にこちら,ことごと,しながら,がりざわ,にこしな,するしっ
1,1,3,1,1,3,1,1,1,1,1,4,1,5,1,1,1,1,1,1,1,2,1,1,3,1,3,1,2,13,1,1,1,1,1,2,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,8,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1
