がりから,まじかー,からくら,かっぷる,からちょこ,しくしな,はっきり,ずらうん,くらすく,うとする,うだから,よろしく,がらぼー,てくるん,ぺっとぼ,わなかっ,ことどん,うところ,まるでか,ちっおい,つけてく,わんばか,わないじ,ぶつかっ,ぼんきゅっ,ゆるとこ,するなよ,すーぱー,ころから,するから,すること,かったら,からする,がたくさ,ばんから,ぱんとこ,めたから,たっぷり,がらこち,ずらしな,わーもや,からきゃー,かってく,すごかっ,くらすご,べたじゃん,べたかっ,はっはー,からのお,がつけば,かったっ,ぽいとこ,きょろしな,しながら,ちまいそ,いじめら,からいじ
1,1,1,1,1,2,2,1,1,5,1,6,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,2,4,6,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,9,1,7,1
