パタパタ,ジロジロ,ゾクゾク
['\u3000胸元をパタパタなんかさせたらもう、顔を真っ赤に……って心当たりあるなぁ、確かにそんなリアクションだったわぁ。'],['\u3000椅子に座ってスカートを太ももの下に入れるモーションとか、陽真莉と二人でジロジロっとジロっちゃってたわけね。'],['\u3000なんだか、無垢な少女にいけないことを教え込んでるみたいでゾクゾクしてきた。']
