ピーカー,ハッキリ,カップル
[' すると、体育館内に設置されているスピーカーから音楽が流れてきた。そしてそれと呼応するように吹奏楽部の演奏が始まった。\n'],['\u3000なんて思っている時だったーーー暗く、ハッキリとは良く見えなかったが、畑の奥の方で揉めあっている様な人影が二つ見えた。\n'],"[' この体育祭実行委員の中でも、既に付き合い始めた先輩後輩カップルがいるらしい。\n', '\u3000（いや、なんか会話を無理矢理終わらせようとしている感じがするな……俺の気のせいかもだけど。………あと、何そのカップルっぽい会話？……リア充ってそんな感じなの！？）\n', '\u3000けど、そんな憧れの先輩とカップルっぽい会話をする奴が現れてしまったから叫ばずにはいられなかったみたいだ。\n']"
