カーボー,クッキー,ワンピー,ハラドキ,プルンプル,カップル,フラワー,スカウト,プリクラ,ムズアップ,ポンポコ,コンクリ,コテンパン,シュートボ,リングサ,クスカリ,ジューシー,ザービー,アースカ,ヘタバリ,ザーサラ,ハッピー,ピンポー,パーリン,ボーリン,スープス,シーザー,コリゴリ,ジングル,クリコクリ,シュークリ,ワイトク,ブリカー,クスシー,ドタバタ,クリアー,キーワー,トロリン,パッツン,ハッキリ,エンゲー,ブラコン,コントロ,シャンプー,ヒーカッ,キンシッ,ペットボ,スカウン,パーキン,シャンパン,エンドロ,ピュンピョン,パンプス,カンドキ,カップチ,ツルペタ
2,5,12,1,1,25,1,1,13,6,1,2,1,13,1,1,1,2,1,1,1,7,1,1,19,3,2,1,1,1,4,1,1,8,5,15,1,2,2,4,2,1,2,3,5,3,4,1,1,16,1,1,3,1,3,3
