カランコロン,クッキー,ワンピー,ジャーシー,カップル,ツンデレ,エンジン,ブルンブル,パチクリ,カンプン,ハッピー,クンドク,カランカラ,ブラジャー,トロチッ,コンポコ,プラカー,チンプン,パッツン,ハッキリ,ブラコン,コントロ,キンシッ,メチャクチャ,パーカー,パンプス,スーパー,デンコン,ツルペタ,スクリーン
2,15,4,5,1,20,1,1,3,1,1,1,1,1,2,1,1,1,2,4,1,1,2,1,10,1,1,1,1,1
