ごちゃごち,でかかっ,ぴんぽー,どきはら,けたから,うとしな,はらする,うとする,からばか,てくるん,くさする,かんべん,すーぱー,すること,かったら,しなかっ,からこそ,くすのし,ぴんぽん,するとこ,こっから,おいこっ,しながら,にこしな,きしてく
1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1
