からそろ,でかかっ,がりびん,びんぐだ,おいてく,すかうと,くっきー,のそこそ,たっふさ,たっふか,ぴんぽー,はきつか,するすー,きりびん,ぐるんぐる,はためら,からぐる,からちょこ,ちらのお,よろめき,でこぴん,しーずん,うとしな,でかめら,むんのお,くるから,のおひた,ごとにた,はっきり,がりなよ,うとする,うだから,よろしく,すくから,すたぐら,うんこん,どくさく,おんふら,かりぶら,ごくにこ,くりびん,てくから,ぺっとぼ,ぶらうん,からよろ,かーぺっ,しっかり,どたちま,うところ,からちら,きーぼー,わんぴー,ぶつかっ,ぶるがー,ぶりにちゃ,たらすご,がたまる,もそうだ,もたくさ,のおでこ,ごくきら,すーぱー,からどん,ちーずば,たどりん,するから,すること,かったら,ちんから,がたくさ,ぱーかー,しなかっ,ばんから,がちゃがち,たらすた,もくずし,でこちら,からこん,なみにこ,かってく,ふらしな,でかすか,ぶりにこ,からこそ,じゃーしー,ぱっちり,ばんどや,けたじー,すいだら,おたくだ,きんぐさ,こんばん,ぴんぽん,ひたすら,はたくさ,ぱちくり,こんとろ,こんぷり,こんくー,からのお,まじすか,ぱーくだ,かーどき,けたこと,しながら,ちんでこ,かすごく,こそこん
1,1,2,2,1,1,1,1,3,1,26,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,18,1,3,2,1,1,1,2,1,1,1,1,1,1,9,3,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,5,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,2,2,14,17,2,2,1,3,1,2,2,1,1,2,1,12,1,1,1
