クッキー,ワンピー,キーボー,カップル,フラワー,ツンデレ,ビングダ,エンジン,ポンコツ,ハッピー,ピンポー,シーザー,グルマザ,カランカラ,サラツヤ,ドタバタ,フンフー,ピンクダ,グラウン,ハッキリ,シャンプー,タッパー,ヒーカッ,ペットボ,ブラウン,パンプス,スーパー,ピンポイ
6,9,1,6,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,2,2,1,1,1,1,5,1
