カップル,スカウト,リンピッ,ポンコツ,ピードク,バシャバシ,ブラジャー,カーペッ,ガチャガチ,ボンビー,シックド,パーキン,スーパー,ピンポイ
1,1,2,1,1,1,1,2,1,2,2,1,6,1
