うとしな,するあー,きりする,おろしな,まること,しっかり,からすべ,でこくり,わんばか,がばくん,どたってか,がらあー,かすこと,からたっ,ことすら,ころから,すること,からする,しなかっ,ばんから,こっちま,からあー,くらする,ことだら,にこびり,まちあー,ひたすら,ぱちくり,もそうは,きしめら,いらする,けたこと,しながら,じーくっ,けたあー,たっぷす,するこん
1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,2,1,1,1,2,10,5,1,1,1
