ブラザー,エンペラ,ワンピー,キーボー,カップル,ポリシー,ツンデレ,ピーカー,ゲロハキ,ブルパン,ガーポテ,ワンパン,ハッピー,ガサゴソ,ピンポー,クラシッ,フンドシ,チャラブカ,ボンキュッ,カーペッ,チャリンチャリ,キーゲー,スラブラ,タックル,タッフー,グラウン,ピーギャー,ハッキリ,シーズン,カップリ,ワンクッ,ブラコン,シャンプー,キンシッ,ペットボ,ツラゴー,チンポー,スーパー,カッチー,カスチビ,フーハッ,キーシャン
1,1,3,1,1,1,7,4,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,1,1,14,1,1,1,1,2,2,17,1,3,2,1,6,1,1,1,1
