ばらくす,くらがち,ぼろうと,でこぴん,うかはー,はっきり,きらびー,うとする,うだから,からちょろ,しっかり,からはき,どんぴし,たらしく,びくしな,のおでこ,がらさく,するから,わーかっ,かったら,どきする,かってく,じゃーから
1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1
