クッキー,ワンピー,ジャーシー,キーボー,スカウト,チーズバ,ウンコン,ビングダ,ジーパン,デコピン,オンフラ,ブルガー,コンクー,カードキ,ピンポー,コンプリ,リンクス,ピンポン,カーペッ,ガチャガチ,スタグラ,シーズン,コントロ,ペットボ,パーカー,カラコン,ブラウン,スーパー
1,2,1,1,1,2,2,1,1,1,1,2,2,2,26,1,1,17,1,1,3,1,3,1,1,1,1,3
