リンパリ,ビーカー,ワンピー,チンワー,ブーメラ,キンシッ,ピンポイ,クスジュー,ツンデレ,カンタラ,ギリブラ,ドタバタ,トロピカ,ガチゲー,ボテチー,エンゲー,メタコト,クッキン,バチャバチ,グルマザ,リングス,ポイズン,ガクブル,リンバカ,スレチッ,コテンパン,カーボー,ハッキリ,クリスタ,オンボロ,クネスク,リンゲー,カントン,スクリーン,カーズバ,グーパン,ジャンキー,チンピラ,ペットボ,リーンスラ,リンキン,キーポー,カップラ,ハッスル,メラビー,バンジー,ポロクラ,ピンキリ,ゲームラ,ゴツンゴツ,ワーシー,スーパー,デンスラ,クッキー,バタフラ,ゲームク,ガチカラ,ベントボ
1,44,3,1,1,4,2,1,1,1,1,2,9,6,1,1,1,3,1,1,1,26,1,1,1,1,1,1,32,1,1,2,1,2,6,1,1,9,1,51,2,25,5,2,2,1,1,2,2,1,2,3,3,8,50,1,1,1
