スカウト,シャキサラ,ワンピー,ゴクリン,キンシッ,ピンポイ,リンクリ,ペットロ,タッパー,ガチャガチ,ワンポイ,ジャーキー,リンドー,ペットゲ,カランカラ,キングサ,コントロ,ジューシー,ブラウン,タップリ,シャンプー,ガーデン,バリアー,スレチッ,パークリ,クリスタ,コロビー,ドンイラ,キラガー,ガタンガタ,カークラ,パンプス,カンパー,ゲームラ,ピッコロ,スーパー,トロビー,クッキー,マゴサラ
2,1,7,1,1,3,1,2,1,3,1,2,24,1,1,1,1,3,2,2,9,20,1,1,1,1,1,1,9,2,3,1,1,1,1,2,1,25,1
