スカウト,ワンピー,コンピュー,ブリザー,プリクラ,カップル,スタタッ,トンカツ,キームニャ,ポーカー,ワンシー,デカブツ,キングサ,ジャーシー,ブラウン,ガクブル,ガーデン,ソロバン,キーワー,フンドシ,ハッキリ,スクワー,バリバチ,パーカー,ジーパン,パンスパ,ペットボ,ハッスル,ハッキン,ゴーグル,キーボー,ブラコン,デコチュー,ポツリポツ,クッキー,クントク,ジンジャー
1,5,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,23,2,2,1,1,1,1,1,1,3,1,6,6,1,1,1,1,2
