クリザー,タッカー,キンシッ,ジンチー,コンプリ,ワーアップ,デカブツ,ガクブル,リンアー,クリスタ,リンマジ,スゴブリ,ネトゲー,リングラ,オンキン,キーボー,ゲームラ,プラウト,リンクス,アースラ
1,1,1,1,1,2,1,4,1,1,1,4,5,1,1,2,8,1,1,1
