クリザー,バリスタ,ワーアップ,ハーピー,チラコチ,ジューシー,アップボー,ピッドシ,ヨロシク,ボーリン,シッカリ,リングショ,スカイラ,ドシンドシ
4,14,1,14,1,1,3,11,1,1,1,5,3,1
