ドンピシャ,スカウト,ワースラ,トンアー,タッカー,ブリザー,ブーメラ,アークリ,ザーボト,ハーピー,コントロ,ブラウン,グラウン,シードシ,ザーシュー,タックチャ,コンクー,ワーカー,ザードシ,ザードス,ピッチン,シナジー,マジシャン,ジャンピン,グスピー,ポリシー,ゲームク,クスクリ,ザーブー
1,4,31,1,50,7,1,1,2,9,11,1,7,36,1,10,1,4,5,9,1,1,11,1,2,1,1,1,1
