キーパー,タッカー,トンビー,ブーメラ,ブラザー,エンジン,ピンポイ,バチチッ,カラクリ,コンプリ,ワンポイ,ゴチャゴチ,ワーアップ,シュルシュー,キーパン,メチャクチャ,コントロ,ブラウン,ハードス,ポイズン,ガチカチ,トンシッ,ズシンズシ,キーワー,キャッスル,スレチッ,バシャバシ,ツルスベ,カタタッ,タックル,カッチカ,イジアー,カーボー,ハッキリ,カリプス,バリカン,アースク,ドングリ,ワーカー,チカチチ,トンガー,タラスク,キリオタ,スクリーン,ペッカー,グイベン,ガラクタ,ピーカー,ジャンキー,カードキ,コンクリ,ピクシー,パーリン,プルルン,グスブー,カチガチ,ピードタ,コッゲロ,バンジー,ゲロゲー,スカウン,トンシー,コロゴロ,シューシュル,ブービー,パーワー,ピードブ,パーカッ,クッキー,ゴードン,デコボコ,スカイラ,カンテラ
64,6,1,1,6,1,1,1,2,1,1,1,6,1,1,6,5,11,1,31,1,1,1,2,1,1,3,1,1,2,2,2,1,16,2,8,3,6,6,2,1,119,1,1,12,1,5,2,7,1,4,1,8,2,7,2,1,1,1,1,1,3,1,1,1,6,1,2,1,4,1,3,2
