スカウト,ワンピー,タッカー,ピンポイ,カップル,コンプリ,クダウン,ワンポイ,メラワー,コンパク,ポーカー,ニタリン,アップボー,デコピン,キングタ,ハッキリ,ブルスラ,ヌルゲー,パーカー,コンクリ,ワーシー,ベントク,ドタドタッ,ザックザク,ギチガチ,ホログラ
1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,2,9,1,9,1,2,1,1,1,2,1
