アーカッ,タッカー,ウロドン,チンワー,ブリザー,クスアー,ピンポイ,シーズン,ブルクラ,パープル,ガチャガチ,コントロ,ザーアー,アーボー,キーワー,ハッカー,シーフー,バンクル,タックル,ハッキリ,プーギュー,ワークタ,オンハー,スクリーン,シナジー,シューシャー,チンピラ,デンドロ,ゴーグル,スーパー,ピードブ
1,8,2,1,3,1,1,1,1,1,1,8,1,1,1,7,1,4,1,5,2,1,1,1,2,2,2,2,2,1,1
