スカウト,プンワー,タッカー,モジャモジ,ブラザー,キンシッ,カランカー,ピンポイ,ピンポー,ワーバラ,ムシャクシャ,ツンデレ,コンプリ,ドタバタ,メチャクチャ,ハーピー,ニタリン,パンツル,ポイズン,スポコン,グラウン,ドーブー,ブラジャー,パンパカ,コンクー,アーバン,ハッキリ,クリスタ,ワーカー,リンドロ,ピーキー,スクリーン,グスペッ,ジャンキー,チンピラ,ゴーグル,カークラ,ブラコン,ピードタ,ワンツー,ワーシー,スーパー,チーハー,トコトン,ウンドシ,トンタッ,ドサクサ,クルクラ,ウントロ
5,2,13,1,1,1,1,1,1,2,1,2,2,1,1,11,1,1,2,1,2,1,1,1,2,17,28,2,10,3,1,2,1,1,1,2,2,7,1,1,1,2,1,4,2,1,2,3,10
