ムンクル,タッカー,コンピュー,カタドー,ワンパン,カンタラ,クラスラ,ジャーキー,ワーアップ,ドロボー,ブルパン,プラカー,タックル,ヒラクル,ムズアップ,オイベン,メソポタ,カリプス,ジーゲー,ウンタラ,カードキ,ハッスル,トンピン,パーボリ,ゲームラ,スーパー,クッキー
51,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,4,1
