タッカー,コンピュー,パッパラ,ブーメラ,ツンデレ,ドタバタ,ワーアップ,ワンパタ,カーボー,アースク,ヨロシク,スゴブリ,プルンプル,チンピラ,ブラボー,スーパー,ポリシー,ザーワー,デコボコ
1,1,2,1,1,1,1,1,1,1,2,1,9,40,1,2,1,16,1
