ワンピー,キーガチ,クラシッ,ピングタ,クッキン,シャンプー,オイスタ,クラスタ,ジーゲー,クリスタ,ウオープン,チカキラ,ピクシー,ビーコン,クッキー
3,1,1,1,1,1,1,2,1,10,2,1,28,2,1
