ガラドン,ピンポン,タッカー,ウロチョロ,カンドキ,ノタウロ,ブリザー,ピンポイ,カップル,ツンデレ,ワイトボ,メチャクチャ,チラコチ,コントロ,ブースタ,ポイズン,アーボー,キーワー,ムズアップ,ベロンベロ,ビーボー,キコモリ,カーボー,キビシー,リンピッ,ザービー,ヨロシク,シナガバ,スクリーン,ウヨウダ,チンピラ,カチビリ,リーンスラ,コンクリ,ボーリン,ピンキリ,ゲームラ,リンクス,ガードキ,ジャングル
1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,11,1,1,1,1,1,1,1
