アームズ,スカウト,クスパン,スパクリ,テラシー,トンアー,グスカー,プンワー,ワンピー,タッカー,シャークネ,ブンシー,クリマル,タックス,パッツン,ゲークリ,プスプリ,マジデカ,プチアプ,バリスタ,エンジン,ポンパリ,ピンポイ,マジゲー,ピンポー,トンカツ,ワンパン,キンシー,ツンデレ,バリムシャ,クラシッ,コンプリ,ガサスル,バッサバサ,ドカウン,ワイガヤ,ジャーキー,エンゲー,ドロボー,クッキン,カラビー,ドカスタ,コントロ,ピカゴロ,ブラウン,ジンオイ,リンシャー,クスマジ,ポイズン,クリクス,グラウン,キーワー,シードシ,ポージン,ガラスー,キンカツ,ザープリン,タックル,ポンガー,ワンボタ,ガサゴソ,クラスタ,ハッキリ,ピッキー,ジーゲー,アースク,クリスタ,ワーカー,カタコン,ドロシー,アーツカ,ピッドシ,リンドロ,オンスー,カードタ,チリンチリ,ガードシ,ピーカー,ペットボ,リンキン,パンジャン,クスピラ,ピクシー,カップラ,ハッスル,ガードス,フラガリ,キーボー,テラテク,キューピッ,スイベン,ポンスイ,ジーオン,ブラボー,ワーシー,バングル,スーパー,オングラ,クルガー,プリムラ,テラベリ,クッキー,プスピー,カーペッ,ブルシュー,ウンドシ,ドサクサ,ホログラ,キングス,ペッパー,フラワー,スパイラ,デコボコ,ジャングル,リンシー,タックド
4,5,5,1,1,5,3,1,4,28,1,1,1,7,1,1,8,1,1,1,1,6,1,1,2,1,8,1,2,1,2,1,1,1,1,2,48,1,1,1,8,1,1,2,20,8,1,4,5,2,1,9,5,1,5,1,1,1,3,2,1,5,2,4,1,4,12,18,45,2,4,1,1,5,1,1,1,1,1,2,1,2,3,1,1,6,6,1,1,10,1,1,1,1,3,3,2,5,3,123,2,1,1,1,2,2,1,2,6,3,1,9,1,1,1,2
