ギリワイ,ワースラ,ピンポン,ビーカー,ポンコツ,グスカー,キングダ,クリザー,ドスンドス,ワンピー,タッカー,カッチリ,ブーメラ,ブラザー,ピンポイ,ブルピー,パープル,トンカツ,パークス,ツンデレ,ガチャガチ,コンプリ,ワンポイ,コンパク,ハープー,シーズバ,コックス,コントロ,ポテバタ,ブラウン,カチャカチ,ドロベタ,カタガタ,グラウン,バキボキ,ズシンズシ,キーワー,ワーフー,ビーベリ,ハッピー,パチャパチ,バシャバシ,タックル,クスビー,ドキワク,ハッキリ,ジーゲー,ドングリ,パークラ,パーカー,ドタックル,スクリーン,プルンプル,バリボリ,バリカタ,プンテラ,ジャンキー,カーシー,キーボー,ボーリン,ビーコン,ポンジロ,バンジー,クーリン,ワンツー,オンシャン,ワーシー,スーパー,パチドン,ベントク,クッキー,バタフラ,ブルンブル,キーリン,ギチガチ,ガーボー,デコボコ,カンテラ
1,1,1,1,1,7,1,92,1,3,1,1,3,1,2,2,3,1,9,1,1,1,8,1,2,3,6,2,1,242,1,1,1,1,1,2,1,1,4,1,1,2,16,1,1,5,2,7,12,1,1,2,1,1,4,1,1,6,3,3,1,1,2,2,1,1,1,2,43,1,16,72,1,1,1,1,2,21
