ビーカー,ワンクッ,タッカー,チンワー,コッピー,ブーメラ,エンジン,ドスコッ,クダウン,タックダ,イソウダ,ビースラ,ブラウン,アーボー,キーワー,ハラドキ,フンフー,タックル,キシビショ,パチクリ,グツグル,オンボロ,ポンエン,クンフー,スクリーン,マルポー,リーンポー,ワースイ,キーボー,キューピッ,スーパー,アースラ,ポリシー,デコボコ
2,1,1,2,10,2,2,5,2,2,1,2,28,1,10,1,2,3,10,1,1,1,1,39,10,18,23,1,2,3,5,23,2,1
