テラシー,ドスンドス,パッツン,ズタボロ,ノタウロ,キンシッ,ワンパン,ウマスイ,ゴチャゴチ,コントロ,ジューシー,プルギス,ベロンベロ,チラリチラ,オンボロ,シックド,グイベン,ドンパチ,プンテラ,グースカ,バカスカ,スーパー,ボロカス,エンドボ,ブルンブル,スパイラ,オンゲー,キューグー
1,1,1,1,3,1,1,1,1,1,1,30,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1
