ピンポン,ワンピー,ピンポイ,クスポー,ツンデレ,ブルガタ,ガクブル,グラスラ,キーワー,ウンガー,ムズアップ,キースタ,ガタブル,ウンタラ,スイオン,リンクラ
2,1,1,3,3,1,1,61,1,1,1,2,1,1,1,5
