ムンクル,リンゴー,ブーメラ,エンジン,シーズン,リーンゴー,カンピン,ガラデカ,コントロ,ボロツル,ハードカ,キンハー,グルメラ,テクノロ,クリスタ,ドクスイ,モリマザ,ジーパン,ジャンキー,ボトゴロ,スーパー,トンタッ
1,1,1,1,2,1,1,1,1,8,1,1,2,1,8,2,1,1,1,1,1,1
