スカウト,テラシー,ワンピー,ノタウロ,ピンポイ,ワーバラ,ツンデレ,カラクリ,コントロ,ソロパー,アーボー,キーワー,ガードブ,クンビク,パッチン,リンカー,カービー,ピーキー,プラスポ,グスペッ,スカメラ,ボンキュッ,アプデカ,スーパー,クンドク,パーゴー,プルスラ,ビシバシ,ブルスー,シッドボ
3,1,1,3,3,1,2,1,3,1,4,6,6,1,1,27,4,1,1,1,1,1,1,3,1,1,1,2,2,1
