ポンコツ,キーパー,ワンピー,タッカー,カンコン,ハードボ,カッコン,ガーボリ,ドンカッ,ピンポー,カッシャー,ブルヒー,ブラシト,ガチャガチ,コンプリ,シードロ,カランカラ,ズバスタ,ウトボタ,ポイズン,カンカッ,クルキン,アーボー,ビショビシ,カランコロ,トンカン,バシャバシ,タックル,パンクリ,ザーオン,ガサゴソ,カッカン,キャッシャー,ジーリン,ジンクス,ガーオン,シーガー,スイオン,キングリ,キャッキャー,ジャンピン,ニタウロ,ゲームラ,スーパー,ポコドロ,カーペッ,ブルンブル,タックリ,ウンドシ,ベントボ,ホログラ,ジャングル,ドシンドシ
1,2,11,21,8,1,3,4,3,23,1,1,3,2,17,1,1,2,5,5,3,23,1,1,2,1,1,2,2,1,1,1,3,3,3,1,1,1,1,1,2,72,1,1,1,2,1,3,1,3,3,2,1
