スカウト,ワースラ,ワンピー,タッカー,カラコロ,ズタボロ,マルグリ,カステラ,ノタウロ,ブーメラ,リーンスタ,ドーグル,ピンポイ,ピンポー,リーンシー,ワンパン,タッパー,ガチャガチ,コンチク,ワンポイ,ゴチャゴチ,チャリガチ,ポーカー,パシャパシ,メチャクチャ,ビングジ,コントロ,ワーピッ,グラスベ,ポイズン,トンガリ,シーフー,カランコロ,スレチッ,ジュースポ,チップス,チーズバ,リンガー,パチクリ,ハッキリ,ブルスラ,ハッハー,パーカー,アードス,ビーチチ,ジンクス,ドタックル,スクリーン,スパパン,シャンビュー,ピーカー,ピリオド,ジャンキー,リーンスラ,コンクリ,ブンズブ,キーボー,ボーリン,スパイソ,ピンキリ,メラスラ,パッチリ,スーパー,ベントク,サヤエン,カープス,スパイラ,リーンワー,トゲボー,ジャングル,ワードス,カンテラ
4,8,4,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,3,2,1,2,1,3,16,22,6,1,4,2,6,1,1,1,7,1,6,3,2,1,2,1,1,2,3,1,2,1,1,1,1,1,2,2,3,7,2,1,1,10,3,1,6,8,1,1,2,1,5
