ビーカー,タッカー,クスキュー,トンズラ,プルコン,デカブツ,コントロ,プラトン,アーボー,バリアー,シーフー,パンパカ,ウンドボ,ブルスタ,パークリ,カリプス,クラリン,ガタタッ,リンキン,デンプラ,トンピン,クーリン,ゲームラ,ワーシー,スーパー,クリアー,ベントボ,フラワー,トロドン,キンコン
2,1,1,1,2,9,20,1,9,11,1,1,1,1,7,55,3,1,7,3,1,1,1,1,3,22,1,8,2,2
