ピンポン,ビーカー,タッカー,ズタボロ,ピーギャー,ブーメラ,ヒーリン,ワーバラ,ビージャン,ワンパン,ツンデレ,カラクリ,ガチャガチ,コンプリ,ドボスク,デカブツ,コントロ,グルングル,ゴシャバキ,キーゴー,ハッピー,デコピン,ポージン,ムズアップ,カッチカ,ハッキリ,アースク,ツーコン,スクリーン,バリボリ,ドンパチ,ガンクラ,コンクリ,カップラ,ゴーグル,アーツラ,グースカ,バカスカ,マルエン,リンボー,スーパー,カリゾク,ジリスク,アースカ,カーペッ,クスアップ,ベントボ
1,1,2,3,1,1,6,3,1,2,1,1,1,1,1,1,1,1,1,2,3,5,3,1,6,1,21,1,5,1,1,1,3,1,3,1,1,1,1,1,4,2,185,1,1,2,25
