プンスカ,ウトギリ,ピンポン,パックン,タッカー,カッパー,ドーピン,ウンチク,ブリザー,クッカー,ブラザー,エンジン,キンシッ,ジンジュー,ピンポイ,ヒーリン,ポロンポロ,カップル,ドストロ,ドンガラ,パープル,ワンパン,クスジュー,ムシャクシャ,キーキュー,ツンデレ,コンプリ,ワンポイ,ゴチャゴチ,ツカボチ,ジャーキー,ワーアップ,キュッキュー,ゲーパー,クッキン,メチャクチャ,シースル,ウンスラ,ワンシー,デカブツ,ツカツン,モリガミ,パンツル,プリチー,リングリ,ポイズン,カーペン,ボチャパン,トロベリ,キーワー,カンフー,トロゲー,アップボー,パチャパチ,スレチッ,ポージン,バシャバシ,タックル,ムズアップ,ポンドタ,ビーボー,ビングス,リンピッ,ボチャクッ,ハッキリ,ジーゲー,バリカン,クリスタ,メリカン,ピッポー,ニコチン,プリンクラ,ケロピー,カップリン,スクリーン,ギザスゴ,ヒーカッ,バサバタ,パライソ,ガチャカチャ,ポコポン,マジシャン,コットコ,ピクシー,ハッスル,カーリン,メリアー,キーボー,ヌクモリ,ボーリン,ボンキュッ,ブルクッ,バンジー,トンピン,ポリキュー,クーリン,ゲームラ,ピーヒョロ,ピッチリ,キンポー,ブカメラ,スーパー,ジャンガリ,ポリシー,ベントク,ポンポコ,パーカッ,クッキー,クリリン,チングス,スーハー,ベントボ,コチョコチ,ブンブク,ジンジャー,フラワー
2,1,1,1,12,3,1,1,1,3,1,2,16,5,1,1,1,1,21,1,1,1,2,3,1,3,2,2,1,1,1,2,7,1,1,67,2,1,1,2,1,1,1,7,7,2,1,1,2,3,5,3,1,2,1,2,2,4,6,6,1,1,1,1,7,1,1,1,1,19,1,9,12,3,2,1,2,1,1,1,3,1,1,17,3,1,1,1,6,2,1,2,6,5,2,28,1,1,1,1,1,2,1,1,1,2,1,73,1,1,2,1,1,17,2,3
