どんどんぼろぼろ,ばりばりむしゃむしゃ,ずぶずぶがりがり,わくわくどきどき,がつがつもしゃもしゃ,どんどんごてごて,ばらばらぼたぼた,がーがーぴーぴー,きちきちぶんぶん,はらはらどきどき,ばりばりめきめき,めきめきみしみし,ぎしぎしめきめき
1,1,1,1,3,1,1,1,1,1,1,1,1
