ぶるこん,うんのた,するから,からこそ
['何が驚いたかって、溶接不備と剛性不足のだぶるこんぼが事実だったことである。'],['でもこんさるたんと（笑）なんかはそういうのを軽視するから、「こすとだうんのためにこんさるたんとを入れます」とかやっていくとどんどん泥沼にはまっていくわけ。'],['でもこんさるたんと（笑）なんかはそういうのを軽視するから、「こすとだうんのためにこんさるたんとを入れます」とかやっていくとどんどん泥沼にはまっていくわけ。'],"['だからこそそういうのが必要だというのが筆者の主張な一方「どこにそんな金と人材がある」と企業側は言い切っている。', 'だからこそ今回の対応に差が出た。']"
