わくする,どんぴし,かったら,がたくさ,わなかっ,はっきり
['楽しい話、悲しい話、わくわくする話、夢中で読ませていただいた話がたくさんあります。'],['そういう時は、そっと閉じる。だって、その作品がどんぴしゃで好みの方もいらっしゃるわけですから。'],['自分が痛いと思った時、相手がそれを理解してくれなかったら。こちらが痛いなどと考えもせず、いや、考えても自分に返ってくるという想像ができず、痛みを与えてくる人がいたら、恐ろしく思いませんか。'],['楽しい話、悲しい話、わくわくする話、夢中で読ませていただいた話がたくさんあります。'],['中にはもちろん、作風等が合わなかった作品もありました。'],['事実、それが誤字脱字というようなはっきりしたものですらなく、自分のただの感じ方であっても、それを免罪符のように掲げ、まるで正義のような顔をして一方的に攻撃してくるとしたら怖くないですか。']
