しとする,とくくる,ことすら,かっぷりん,ぶるこん,こんくー,しなかっ,からかん,うろぼろ,きーわー,ゆるおた,ぶるぶり,ひたすら,めちゃくちゃ,おたくだ,するじゃん,からこそ,たっぷり,するくら,からする,かすごく,からおた,しながら,すること,からすれ,ことぐら,からいら,しーずん,くりする,まるとこ
1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,4,1,1,1,1,1,3
