ことから,もそもご,くること,りんまじ,するとこ,もごぶり,こちから,りんから,うとする,すべきこ,しっくり,かってく,からこそ,くるとこ,うところ,りんしゃー,すること,ぽーじん,ひらめき,まるとこ
1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,11,2,1,1
