するころ,くらする,ころから,ごろから,でかすか,すること
['\u3000中国山地と四国山地に挟まれているおかげで豪雪も豪雨もなく、台風もこの地域に上陸するころにはほとんど勢力が衰えていたり、或いは中心部からは逸れてくれていた。'],['\u3000頭がくらくらするくらいむかついた。'],['\u3000そして、5日ころからそれが激しいものに変わった。'],['\u30007月3日ごろから天気が崩れ出し、やがて雨が降り始めた。'],['\u3000父は自棄になると何をしでかすか分からないところがあった。'],['\u3000もう少し遅れていたら、土砂に巻き込まれていたか、そうでなくても、そこに孤立することになっていた。']
