ガーガー,ホイホイ,ピカピカ,ゴテゴテ
['トリガーガード （用心金）\n'],['\u3000詳しい安全管理の話は別に記事で書きますが、基本的に撃ってはいけないものや人に銃口をホイホイと向けていいものではありません。もちろん弾が装填されていなかろうとです。\n'],['\u3000そんな感じで、やっべぇかっこいいこれにしよう！なんて銀色ピカピカの銃を買っちゃう人だっているかもしれません。\n'],['\u3000もしくは、ゴテゴテに装備つけるのが好きな人で、オプションパーツを買い漁ってそれを一つの銃に付けるのを趣味としている人もいるかもしれません。おふざけ込みで。\n']
