クタブル,コンパク,リンジャー,コッキン,ピックス,スタブル,リングサ,スラグラ,ブースタ,ピードロ,ピックサ,ワンタッ,ザーホロ,クスドス,ジンキャッ,コンペン,ブルパッ,コンシー,パラシュー,カービン,コンカッ,キーワー,コントロ,パーカー,パラベラ,コンピュー,スーパー,ブーメラ,スクリーン
1,9,2,29,2,1,1,1,7,1,6,1,1,1,2,7,9,8,1,8,1,1,1,2,8,1,1,1,1
