きらめた,たっくる,どたどし,ころから,からこん,するぽい,しなかっ,うとする,ひたすら,めちゃくちゃ,たらじゃん,はっきり,こんくり,ぶらぺん,しながら,すること,からすれ,めたこと,すくりーん,すいおち,たらこん,じゅーすか,ぐだから,どたばた,しっかり,うとすれ
1,1,1,1,1,1,2,2,1,2,1,8,1,2,4,7,1,1,4,2,1,1,1,3,2,1
