ばんばん,どんどん
['ちなみにもう17年前の話であるが、その昔、ぷれいすてーしょん2はその中身の高性能さから「軍事利用される恐れがある」ということで日本政府が本気で特定地域への輸出規制（最近みさいるばんばん射撃してくる所あたり）をしたのは有名だ。（この件はにゅーすにもなった）\n'],['そんな状況の中、そにーはどんどん経営悪化。\n']
