ブラザー,ジャーシー,リンピッ,エンジン,ベラボー,メリカン,パキスタ,チンギス,パークス,ワーエン,グーグル,リンスタ,メキシコ,パラシュー,カービン,バンカー,ハッキリ,ヒンデン,ゲーリン,ジャングル,コントロ,コンスタ,メチャクチャ,スーツケ,スーパー,ピンポイ,ズングリ,スクリーン
1,1,1,4,1,1,4,1,1,1,2,1,3,1,3,6,2,6,3,2,5,1,2,1,3,1,1,1
