カップル,ベリオン,ツンデレ,コンクリ,クーデレ,ポンコツ,サバゲー,ハッピー,キーパー,ブンスタ,ハードボ,ジーワー,ボンクラ,ザーキー,マルブル,ドーピン,ネトゲー,キーゲー,ドタバタ,デブオタ,メリアー,エンブリ,キーワー,ハッキリ,クンビク,ブラコン,デレハー,マジキチ,デンドロ,ブリスタ
9,2,2,1,2,3,3,11,2,3,1,1,2,1,4,1,1,1,1,1,2,1,3,1,1,1,1,1,3,5
