プルグリ,ビリジャン,ジンジャー,フラワー,オイスタ,ビーグリ,ピーコッ,ビーブル,プルスイ,カーキー,トロベリ,イライジ,ヒーブラ,スージー,ウンブラ,ブルゴー,パープル,プルシャン,リンブル,ドーンピン,ドロシー,ビーピン,バンブー,ピーグリ,テラコッ,ドーワイ,パンジー,シーグリ,プリコッ,スタシオ,ガンメタ,シャンパン,ブラウン,クスブル
1,1,2,1,2,1,1,2,1,1,1,2,1,4,1,1,5,2,3,1,3,1,1,1,1,1,1,1,2,1,1,2,8,1
