くること,めたえん,ことすべ,するとこ,うとする,かってく,はっきり,うところ,よろしく,しながら,すること,こんぴゅー,すくする,りんぴっ,すいから,ねとうよ,からねと,ぱっぱら
1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,3,1,1
