つらつら,どろどろ,ふむふむ,さくさく,ばっさばっさ,しゅんしゅん,どきどき,ごくごく,ぱんぱん
['\u3000よく分からない地名の羅列を睨みながら、つらつら考えます。\n'],['血縁問題のどろどろが強めで読者を選ぶかもしれませんが、\n'],['ふむふむ、勉強になるね！\n'],['\u3000ぽいんとに直結するものですね。私も最近は気に入った作品に出会ったら積極的にするようになりました。お手軽ですしさくさくとやりましょう！\n'],['\u3000早速、手持ちの画像そふとに放り込み、ばっさばっさと切り抜いてからさいずを合わせます。\n'],['\u3000（しゅんしゅんしゅん）\n'],['\u3000内心どきどきしながら作者様にめーるを送ります。\n'],['\u3000そんな感じで、ごくごく少数の作者様の作品限定ではありますが、時折地図を作ってお送りして使っていただいています。\n'],['\u3000（ぱんぱんぱん）\n']
